Destination,Start date,lat,lon,maxtemp_c,mintemp_c,avgtemp_c,totalprecip_mm,totalsnow_cm,avghumidity,maxwind_kph,avgvis_km,condition_text,condition_icon_url,icon_location
"Tauranga, New Zealand",09/22/2024,-37.6861,176.1667,14.9,6.6,11.2,0.65,0.0,80,8.3,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Ljubljana, Slovenia",03/04/2024,46.0553,14.5144,27.87,-3.64,25.66,22.8,6.47,85.04,13.67,5.41,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Lagos, Nigeria",05/14/2024,6.4531,3.3958,32.0,28.2,29.8,1.44,0.0,73,17.6,8.9,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Beijing, China",03/14/2024,39.9289,116.3883,20.5,8.7,14.3,0.0,0.0,22,12.6,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Hobart, Australia",04/03/2024,-42.9167,147.3333,19.3,-1.48,-1.26,12.02,6.73,14.31,15.94,6.98,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Valencia, Spain",10/24/2024,39.4667,-0.3667,23.0,15.7,18.2,0.04,0.0,78,16.2,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Lausanne, Switzerland",02/03/2024,46.5333,6.6667,21.57,10.2,19.84,8.53,5.57,76.54,48.17,4.1,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Siena, Italy",04/03/2024,43.3167,11.35,0.45,-0.97,0.21,14.92,1.35,28.29,33.95,9.74,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Edinburgh, UK",06/02/2024,55.949,-3.1625,40.3,30.28,32.9,38.01,2.79,53.75,14.45,5.81,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Siena, Italy",01/04/2024,43.3167,11.35,29.14,27.65,28.03,48.86,0.92,65.43,17.44,9.85,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"La Paz, Bolivia",01/04/2024,-16.5,-68.15,29.21,14.61,15.24,13.29,6.02,42.15,17.59,5.76,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Rabat, Morocco",03/03/2024,34.0253,-6.8361,16.9,11.7,13.9,5.19,0.0,74,20.9,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Bergen, Norway",01/01/2024,60.3911,5.3247,0.8,-3.6,-1.7,0.13,0.0,67,23.8,10.0,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Rabat, Morocco",03/04/2024,34.0253,-6.8361,18.67,-0.77,4.14,0.57,7.33,48.03,36.81,4.77,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Panama City, Panama",09/29/2024,8.9667,-79.5333,28.4,23.8,25.3,19.35,0.0,87,16.2,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Hong Kong, China",01/04/2024,22.2833,114.15,31.86,16.1,30.04,24.89,2.22,65.29,8.36,7.89,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Managua, Nicaragua",03/04/2024,12.1508,-86.2683,38.96,21.57,30.36,32.65,6.86,80.49,49.07,4.65,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Marrakech, Morocco",04/03/2024,31.6333,-8.0,30.45,23.03,24.98,2.13,7.13,76.42,33.88,9.11,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Invercargill, New Zealand",06/02/2024,-46.4,168.35,14.82,10.41,14.04,1.28,7.4,18.49,40.89,6.79,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Barcelona, Spain",02/03/2024,41.3833,2.1833,24.19,14.86,23.71,8.53,1.14,20.74,47.48,9.61,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Shanghai, China",07/03/2024,31.005,121.4086,33.6,24.7,28.7,2.59,0.0,75,11.2,9.9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Kolkata, India",01/04/2024,22.5697,88.3697,32.71,11.52,13.35,6.36,6.48,78.12,14.66,7.76,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Singapore, Singapore",04/26/2024,1.2931,103.8558,30.5,26.9,28.9,8.42,0.0,75,10.1,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Zagreb, Croatia",10/15/2024,45.8,16.0,19.5,11.0,15.0,0.02,0.0,80,7.2,9.3,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Salzburg, Austria",05/10/2024,47.8,13.0333,18.9,4.7,11.7,0.19,0.0,72,12.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Conakry, Guinea",06/02/2024,9.5092,-13.7122,14.82,-2.74,1.26,47.7,6.41,57.13,43.62,9.77,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"San Jose, Costa Rica",01/04/2024,9.9333,-84.0833,32.48,12.87,14.9,9.8,3.46,71.33,3.34,8.98,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Kyoto, Japan",11/26/2024,35.0211,135.7539,16.2,7.9,12.8,23.33,0.0,80,29.2,8.3,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Christchurch, New Zealand",03/04/2024,-43.5333,172.6333,38.01,13.39,29.94,18.67,5.52,13.53,8.95,6.94,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Dublin, Ireland",03/04/2024,53.3331,-6.2489,20.44,7.27,16.07,12.9,1.92,81.41,41.75,4.71,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Nairobi, Kenya",04/03/2024,-1.2833,36.8167,31.37,0.1,23.98,11.68,0.99,54.94,24.78,8.9,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Seoul, South Korea",08/28/2024,37.5664,126.9997,31.0,21.6,26.2,0.01,0.0,65,13.0,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Prague, Czech Republic",01/04/2024,50.0833,14.4667,22.11,10.23,14.6,5.07,6.88,49.11,23.97,8.39,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Kathmandu, Nepal",03/04/2024,27.7167,85.3167,38.93,19.09,33.61,6.13,1.62,13.87,8.19,8.91,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Dakar, Senegal",01/04/2024,14.6708,-17.4381,12.91,-1.88,10.36,8.57,4.13,61.33,15.22,7.82,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Quito, Ecuador",08/17/2024,-0.2167,-78.5,21.5,8.4,13.8,0.38,0.0,56,13.7,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Hong Kong, China",03/04/2024,22.2833,114.15,18.14,11.34,14.08,27.3,2.34,72.82,18.5,8.53,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Auckland, New Zealand",10/07/2024,-36.8667,174.7667,20.0,13.5,15.9,8.68,0.0,86,27.4,9.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Belmopan, Belize",06/02/2024,17.25,-88.7667,10.7,1.03,4.65,34.37,4.59,96.26,30.35,9.56,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Cairo, Egypt",08/30/2024,30.05,31.25,37.9,25.3,30.6,0.0,0.0,41,32.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Tripoli, Libya",03/04/2024,32.8925,13.18,28.41,8.78,9.9,42.13,6.2,18.97,9.81,9.37,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Buenos Aires, Argentina",07/09/2024,-34.5875,-58.6725,8.5,1.7,4.8,0.0,0.0,45,6.5,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Lausanne, Switzerland",09/24/2024,46.5333,6.6667,17.8,10.5,13.4,2.24,0.0,74,23.4,9.8,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Shanghai, China",05/03/2024,31.005,121.4086,23.36,3.67,9.31,40.32,2.85,11.3,19.59,5.2,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Lausanne, Switzerland",03/04/2024,46.5333,6.6667,27.24,16.8,26.24,40.07,1.87,85.75,19.6,6.77,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Lausanne, Switzerland",06/02/2024,46.5333,6.6667,38.36,28.52,35.13,6.75,8.14,57.34,6.55,9.33,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Heidelberg, Germany",01/04/2024,49.4167,8.7,39.13,29.44,30.17,32.85,5.81,53.73,50.35,9.69,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Panama City, Panama",03/06/2024,8.9667,-79.5333,32.2,21.9,26.2,0.01,0.0,75,9.0,7.7,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"York, UK",02/03/2024,53.9562,-1.0947,39.46,24.71,30.16,22.25,3.6,87.47,12.49,7.65,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Guatemala City, Guatemala",01/04/2024,14.6211,-90.5269,23.11,23.03,23.11,44.55,8.36,49.79,45.36,4.39,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Seoul, South Korea",03/05/2024,37.5664,126.9997,8.4,3.9,6.0,0.13,0.0,41,12.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Bangkok, Thailand",02/10/2024,13.75,100.5167,34.2,27.0,30.4,4.25,0.0,61,18.7,9.9,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Paris, France",05/03/2024,48.8667,2.3333,34.86,14.33,34.24,32.6,1.04,53.27,51.74,5.29,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Yangon, Myanmar",05/03/2024,16.7833,96.1667,31.03,30.25,30.86,35.97,8.8,84.82,44.51,4.9,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Toronto, Canada",03/11/2024,43.6667,-79.4167,5.9,-0.2,2.6,0.0,0.0,50,32.0,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Freiburg im Breisgau, Germany",03/01/2024,48.0,7.85,8.5,4.6,6.2,0.61,0.0,80,14.4,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Quebec City, Canada",05/28/2024,50.1833,-66.6333,10.7,7.0,9.1,17.72,0.0,97,36.7,5.2,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Sydney, Australia",06/03/2024,-33.8833,151.2167,17.0,10.7,13.2,0.0,0.0,59,19.4,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"San Salvador, El Salvador",03/15/2024,13.7086,-89.2031,34.3,20.8,26.4,0.0,0.0,60,14.4,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Tromsø, Norway",05/03/2024,33.4464,-81.1165,20.37,16.92,19.32,4.21,2.31,55.41,36.28,8.74,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Darwin, Australia",04/03/2024,-12.4667,130.8333,26.64,0.54,6.02,9.39,4.07,93.95,35.24,7.75,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Bangkok, Thailand",09/26/2024,13.75,100.5167,32.4,25.4,28.4,6.08,0.0,77,8.6,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Ho Chi Minh City, Vietnam",06/02/2024,10.75,106.6667,37.43,31.26,33.78,48.68,3.92,96.0,50.12,8.52,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Colombo, Sri Lanka",03/04/2024,6.9319,79.8478,34.25,26.32,30.07,27.63,2.58,77.11,46.14,8.36,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Dhaka, Bangladesh",12/05/2024,23.7231,90.4086,27.8,18.1,22.4,0.0,0.0,40,16.6,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Sintra, Portugal",01/04/2024,38.8,-9.3833,5.38,0.35,4.91,13.52,3.84,81.53,19.98,6.35,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Athens, Greece",01/04/2024,37.9795,23.7162,31.31,27.3,28.59,39.73,2.38,38.03,44.13,7.0,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"York, UK",06/02/2024,53.9562,-1.0947,34.79,28.81,31.55,43.97,5.3,75.25,18.86,7.15,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Riga, Latvia",07/05/2024,56.95,24.1,19.7,11.7,15.3,1.73,0.0,74,21.6,9.1,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Tokyo, Japan",02/15/2024,35.6895,139.6917,18.0,10.3,14.2,0.68,0.0,55,45.0,9.8,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Krakow, Poland",02/03/2024,51.7333,18.5167,11.93,6.18,9.77,14.24,6.29,91.13,29.98,4.66,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Bergen, Norway",06/26/2024,60.3911,5.3247,16.8,13.5,14.9,0.33,0.0,88,19.1,7.3,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Milan, Italy",01/04/2024,45.4667,9.2,27.42,17.55,17.63,11.36,2.68,26.03,22.42,4.35,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Porto, Portugal",02/18/2024,41.15,-8.6167,17.7,12.4,14.5,0.0,0.0,82,13.0,9.3,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"San Francisco, USA",05/03/2024,37.775,-122.4183,-0.09,-0.63,-0.55,27.89,1.01,33.44,51.03,7.64,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Zagreb, Croatia",03/17/2024,45.8,16.0,15.2,8.2,11.5,1.26,0.0,77,8.6,9.5,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Manila, Philippines",10/19/2024,14.6042,120.9822,31.1,25.8,28.2,0.26,0.0,74,10.1,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Canberra, Australia",04/03/2024,-35.2833,149.2167,29.42,9.09,24.4,26.37,3.47,89.57,47.1,7.73,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Melbourne, Australia",09/24/2024,-37.8167,144.9667,22.1,10.8,15.8,0.0,0.0,63,19.8,10.0,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Ljubljana, Slovenia",02/03/2024,46.0553,14.5144,14.93,-1.02,4.68,25.66,5.8,36.16,6.47,10.0,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Palmerston North, New Zealand",01/04/2024,-40.35,175.6167,38.29,20.15,23.13,12.65,0.62,21.25,8.3,8.01,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Kotor, Montenegro",03/04/2024,42.4258,18.7719,34.04,17.81,17.94,48.87,0.81,72.54,47.19,9.96,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Mumbai, India",09/15/2024,18.975,72.8258,29.3,26.1,27.7,3.04,0.0,71,18.7,9.8,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Kyoto, Japan",11/06/2024,35.0211,135.7539,16.6,11.7,14.0,0.6,0.0,72,20.2,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Lagos, Nigeria",05/03/2024,6.4531,3.3958,23.32,7.05,11.75,1.92,6.18,47.52,27.99,6.18,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Seville, Spain",01/04/2024,37.3772,-5.9869,37.44,14.48,23.7,49.91,5.73,47.7,3.63,4.26,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Bratislava, Slovakia",03/04/2024,48.15,17.1167,24.55,19.7,22.95,47.88,0.4,90.17,28.35,6.06,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"New Plymouth, New Zealand",01/04/2024,-39.0667,174.0833,13.1,7.41,11.61,27.69,7.42,84.11,13.97,5.27,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Shanghai, China",08/12/2024,31.005,121.4086,36.6,26.1,30.6,3.9,0.0,72,13.3,9.8,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Accra, Ghana",06/02/2024,5.55,-0.2167,13.65,5.72,6.73,25.91,9.01,91.43,40.32,8.52,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Whangarei, New Zealand",04/03/2024,-35.72,174.33,37.09,25.16,31.46,39.93,3.88,34.92,40.47,3.94,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Hyderabad, India",02/03/2024,17.3753,78.4744,13.12,0.79,12.18,32.33,1.15,28.26,39.47,6.13,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Hong Kong, China",06/02/2024,22.2833,114.15,36.96,27.58,27.9,13.3,8.0,43.75,3.5,7.0,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"London, UK",04/03/2024,51.5171,-0.1062,30.37,23.95,27.34,12.17,4.52,22.26,33.85,8.48,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Verona, Italy",04/03/2024,45.45,11.0,22.42,14.18,14.53,7.67,2.62,12.5,52.21,4.89,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Paris, France",02/03/2024,48.8667,2.3333,31.04,17.62,23.57,50.05,0.57,67.95,38.5,5.81,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Bangkok, Thailand",02/24/2024,13.75,100.5167,34.7,28.1,30.7,0.0,0.0,61,21.2,9.9,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Sao Paulo, Brazil",12/03/2024,-23.5333,-46.6167,22.9,20.3,21.9,25.17,0.0,93,11.2,9.6,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Split, Croatia",05/03/2024,43.5139,16.4558,15.8,0.38,2.34,12.51,7.1,51.41,4.43,6.85,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Johannesburg, South Africa",05/03/2024,-26.2,28.0833,21.11,19.45,20.14,19.76,4.88,99.35,39.72,6.51,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Rockhampton, Australia",06/02/2024,-23.3833,150.5,32.89,32.29,32.88,24.29,5.08,34.92,29.14,8.18,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Johannesburg, South Africa",01/04/2024,-26.2,28.0833,33.99,32.2,33.38,7.03,1.88,20.56,18.84,5.73,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Dubai, United Arab Emirates",02/04/2024,25.2522,55.28,20.6,18.8,19.7,0.0,0.0,49,34.9,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Buenos Aires, Argentina",06/24/2024,-34.5875,-58.6725,11.6,6.2,8.8,0.0,0.0,62,14.0,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Lima, Peru",04/16/2024,-12.05,-77.05,24.0,19.3,21.4,0.08,0.0,81,12.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Rio de Janeiro, Brazil",08/26/2024,-22.9,-43.2333,17.2,14.7,15.9,16.27,0.0,87,20.9,9.2,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Athens, Greece",02/03/2024,37.9795,23.7162,27.42,24.3,25.52,24.61,3.93,81.49,7.04,5.99,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Tripoli, Libya",06/02/2024,32.8925,13.18,22.73,12.2,12.25,0.38,2.23,88.74,17.79,5.39,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Abidjan, Ivory Coast",06/02/2024,-24.3667,46.45,33.83,4.24,17.6,9.56,1.4,44.5,42.67,8.76,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"New York, USA",02/03/2024,40.7142,-74.0064,20.44,-1.69,3.86,16.47,8.69,23.62,18.54,8.11,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Panama City, Panama",07/19/2024,8.9667,-79.5333,28.6,23.2,25.2,9.71,0.0,89,10.8,9.9,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Shanghai, China",01/04/2024,31.005,121.4086,33.8,1.25,32.58,18.29,0.58,74.95,9.98,9.71,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Cairo, Egypt",05/03/2024,30.05,31.25,13.71,11.54,12.7,0.11,6.88,12.26,28.88,5.08,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Bled, Slovenia",01/04/2024,46.3692,14.1136,27.6,11.41,16.12,37.01,8.44,95.31,24.49,4.07,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Singapore, Singapore",11/12/2024,1.2931,103.8558,29.5,26.3,27.6,6.5,0.0,79,9.0,9.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Dhaka, Bangladesh",05/28/2024,23.7231,90.4086,27.5,24.7,25.9,41.1,0.0,89,46.4,8.2,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Los Angeles, USA",01/04/2024,34.0522,-118.2428,36.91,30.57,35.42,16.67,4.21,26.74,5.98,5.95,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Innsbruck, Austria",09/09/2024,47.2667,11.4,12.9,4.0,10.8,32.96,0.0,93,10.4,7.2,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Heidelberg, Germany",02/03/2024,49.4167,8.7,27.38,11.17,19.4,6.76,2.1,61.62,50.73,7.49,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Barcelona, Spain",03/04/2024,41.3833,2.1833,34.73,24.02,25.5,24.92,8.23,14.78,39.66,8.17,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"York, UK",01/04/2024,53.9562,-1.0947,35.37,29.75,32.43,33.12,2.57,69.78,19.98,5.19,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Abidjan, Ivory Coast",02/22/2024,-24.3667,46.45,28.9,21.7,25.0,0.13,0.0,81,24.5,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dubai, United Arab Emirates",12/09/2024,25.2522,55.28,26.3,19.9,22.7,0.0,0.0,43,24.5,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Kyoto, Japan",06/10/2024,35.0211,135.7539,27.0,15.7,20.6,10.24,0.0,81,6.8,8.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Sydney, Australia",05/03/2024,-33.8833,151.2167,34.11,9.03,20.06,48.14,5.19,56.51,14.11,6.37,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Istanbul, Turkey",04/03/2024,41.0186,28.9647,31.33,29.15,30.54,11.63,1.36,89.69,21.55,8.81,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Heidelberg, Germany",12/05/2024,49.4167,8.7,5.1,0.9,3.0,0.29,0.0,78,16.2,9.7,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Townsville, Australia",06/02/2024,-19.25,146.8,23.23,-0.33,1.7,14.09,0.0,99.46,20.52,8.97,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Tallinn, Estonia",02/03/2024,59.4339,24.7281,17.95,14.59,15.75,28.97,3.16,74.08,29.0,5.5,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"San Pedro Sula, Honduras",12/01/2024,15.5,-88.0333,23.2,18.1,20.6,12.45,0.0,92,5.8,8.6,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
